Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12
4669	Joseph A. Mascali	firefighter	  New York Fire Department	S-6	2	500	95	632	121		
4670	Keithroy Marcellus Maynard	firefighter	  New York Fire Department	S-14	1	220	95	437	121		
4671	Brian Gerard McAleese	null	S-15	0	215	126	386	152			
4672	John Kevin McAvoy	null	S-6	0	583	33	731	59			
4673	Thomas Joseph McCann	vice president	  Cantor Fitzgerald	S-14	0	361	64	539	90		
4674	William E. McGinn	firefighter	  New York Fire Department	S-21	0	686	157	759	183		
4675	William J. McGovern	chief	 2nd battalion	  New York Fire Department	S-6	0	193	33	350	59	
4676	Dennis P. McHugh	firefighter	  New York Fire Department	S-18	0	3	64	141	90		
4677	Robert D. McMahon	firefighter	  New York Fire Department	S-13	0	337	126	492	152		
4678	Robert William McPadden	null	S-15	0	0	33	195	59			
4679	Terence A. McShane	consultant	  ARC Partners	S-9	0	250	157	400	183		
4680	Timothy Patrick McSweeney	null	S-7	1	359	33	566	59			
4681	Martin E. McWilliams	Cantor Fitzgerald	S-17	1	591	33	753	59			
4682	Raymond Meisenheimer	null	S-14	0	688	157	759	183			
4683	Charles R. Mendez	World Trade Center	S-20	0	379	33	518	59			
4684	Steve John Mercado	firefighter	  New York Fire Department	S-16	0	24	95	178	121		
4685	Douglas C. Miller	firefighter	  New York Fire Department	S-6	0	150	95	287	121		
4686	Henry Alfred Miller	 Jr.	firefighter	  New York Fire Department	S-20	0	282	64	456	90	
4687	Robert J. Minara	firefighter	  New York Fire Department	S-22	1	509	64	635	90		
4688	Thomas Mingione	null	S-22	0	619	126	753	152			
4689	Paul Thomas Mitchell	firefighter	  New York Fire Department	S-20	0	662	95	759	121		
4690	Louis Joseph Modafferi	firefighter	  New York Fire Department	S-6	2	308	95	482	121		
4691	Dennis Mojica	firefighter	  New York Fire Department	S-8	0	325	64	435	90		
4692	Manuel D. Mojica	 Jr.	firefighter	  New York Fire Department	S-21	0	155	157	314	183	
4693	Carl Molinaro	firefighter	  New York Fire Department	S-17	0	169	33	286	59		
4694	Michael G. Montesi	firefighter	  New York Fire Department	S-9	0	346	64	492	90		
4695	Thomas Carlo Moody	firefighter	  New York Fire Department	S-18	0	594	33	759	59		
4696	John Michael Moran	battalion commander	  New York Fire Department	S-11	0	312	126	470	152		
4697	Vincent S. Morello	firefighter	  New York Fire Department	S-16	0	413	126	559	152		
4698	Christopher Michael Mozzillo	firefighter	  New York Fire Department	S-7	0	96	64	322	90		
4699	Richard T. Muldowney	 Jr.	firefighter	  New York Fire Department	S-21	1	73	33	269	59	
4700	Michael D. Mullan	firefighter	  New York Fire Department	S-17	3	100	95	242	121		
4701	Raymond E. Murphy	firefighter	  New York Fire Department	S-19	1	361	126	510	152		
4702	Robert B. Nagel	firefighter	  New York Fire Department	S-10	0	292	33	414	59		
4703	John Philip Napolitano	firefighter	  New York Fire Department	S-17	0	567	157	742	183		
4704	Peter Allen Nelson	firefighter	  New York Fire Department	S-12	0	153	95	297	121		
4705	Gerard Terence Nevins	firefighter	  New York Fire Department	S-8	1	586	64	754	90		
4706	Dennis Patrick O'Berg	null	S-20	0	463	64	627	90			
4707	Daniel O'Callaghan	null	S-10	0	261	95	414	121			
4708	Douglas E. Oelschlager	null	S-20	0	572	126	752	152			
4709	Joseph J. Ogren	firefighter	  New York Fire Department	S-7	0	595	33	713	59		
4710	Thomas G. O'Hagan	police officer	  Port Authority of New York and New Jersey	S-13	0	577	126	727	152		
4711	Samuel Oitice	firefighter	  New York Fire Department	S-9	0	140	95	246	121		
4712	Patrick J. O'Keefe	null	S-10	0	294	64	423	90			
4713	William O'Keefe	null	S-11	0	258	64	378	90			
4714	Eric Taube Olsen	firefighter	  New York Fire Department	S-20	1	105	126	233	152		
4715	Jeffrey James Olsen	firefighter	  New York Fire Department	S-5	1	214	157	357	183		
4716	Steven John Olson	firefighter	  New York Fire Department	S-8	0	145	33	290	59		
4717	Kevin M. O'Rourke	null	S-17	1	390	157	528	183			
4718	Michael John Otten	firefighter	  New York Fire Department	S-16	0	580	126	732	152		
4719	Jeffrey Matthew Palazzo	firefighter	  New York Fire Department	S-5	0	368	95	555	121		
4720	Orio Joseph Palmer	battalion commander	  New York Fire Department	S-17	0	336	95	481	121		
4721	Frank Anthony Palombo	firefighter	  New York Fire Department	S-21	0	51	64	236	90		
4722	Paul J. Pansini	firefighter	  New York Fire Department	S-5	0	378	157	487	183		
4723	John M. Paolillo	battalion commander	  New York Fire Department	S-11	0	161	126	291	152		
4724	James Nicholas Pappageorge	World Trade Center	S-14	0	528	33	738	59			
4725	Robert Parro	firefighter	  New York Fire Department	S-16	0	476	64	581	90		
4726	Durrell V. Pearsall	 Jr.	firefighter	  New York Fire Department	S-11	1	493	95	662	121	
4727	Glenn C. Perry	 Sr.	firefighter	  New York Fire Department	S-22	0	201	64	339	90	
4728	Philip Scott Petti	firefighter	  New York Fire Department	S-16	2	714	95	759	121		
4729	Kevin J. Pfeifer	firefighter	  New York Fire Department	S-14	0	461	95	570	121		
4730	Kenneth John Phelan	 Sr.	firefighter	  New York Fire Department	S-13	0	208	157	394	183	
4731	Christopher J. Pickford	firefighter	  New York Fire Department	S-12	0	519	157	693	183		
4732	Shawn Edward Powell	null	S-20	0	392	95	564	121			
4733	Vincent A. Princiotta	null	S-20	0	210	33	371	59			
4734	Kevin M. Prior	vice president	 finance	  Baseline Financial Services	S-22	0	241	95	350	121	
4735	Richard A. Prunty	recycling program worker	  World Trade Center Project Renewal	S-5	0	616	33	754	59		
4736	Lincoln Quappé	null	S-16	0	497	157	619	183			
4737	Michael T. Quilty	null	S-15	0	25	64	159	90			
4738	Ricardo J. Quinn	null	S-18	0	299	64	427	90			
4739	Leonard J. Ragaglia	null	S-10	0	386	126	536	152			
4740	Michael Paul Ragusa	null	S-23	0	216	33	375	59			
4741	Edward J. Rall	vice president	  Cantor Fitzgerald	S-17	1	242	157	355	183		
4742	Adam David Rand	null	S-8	1	77	95	211	121			
4743	Donald J. Regan	vice president	  Safe Flight Instrument Corp.	S-14	0	334	157	460	183		
4744	Robert M. Regan	broker	  Cantor Fitzgerald	S-10	0	501	33	628	59		
4745	Christian Michael Otto Regenhard	null	S-23	0	151	64	409	90			
4746	Kevin O. Reilly	null	S-20	0	101	95	211	121			
4747	Vernon Allan Richard	null	S-20	0	654	33	759	59			
4748	Jimmy Riches	null	S-21	0	158	95	253	121			
4749	Joseph R. Rivelli	 Jr.	null	S-22	1	352	64	496	90		
4750	Michael E. Roberts	civilian employee	  U.S. Army	S-21	1	697	33	759	59		
4751	Michael Edward Roberts	null	S-16	0	13	126	198	152			
4752	Anthony Rodriguez	technical specialist	 eSpeed	  Cantor Fitzgerald	S-22	0	603	33	755	59	
4753	Matthew Rogan	bond broker	  Cantor Fitzgerald	S-14	0	626	64	752	90		
4754	Nicholas P. Rossomando	null	S-5	0	564	95	750	121			
4755	Paul G. Ruback	null	S-21	0	510	64	626	90			
4756	Stephen P. Russell	null	S-7	0	346	64	482	90			
4757	Michael Thomas Russo	 Sr.	null	S-7	0	1	157	198	183		
4758	Matthew L. Ryan	null	S-9	0	437	126	567	152			
4759	Thomas E. Sabella	null	S-17	0	459	64	596	90			
4760	Christopher A. Santora	bond broker	  Cantor Fitzgerald	S-10	1	186	126	364	152		
4761	John August Santore	null	S-5	1	271	64	435	90			
4762	Gregory Thomas Saucedo	null	S-6	1	238	64	432	90			
4763	Dennis Scauso	null	S-8	0	706	126	759	152			
4764	John Albert Schardt	vice president	  Marsh & McLennan Cos. Inc.	S-12	0	348	157	506	183		
4765	Fred C. Scheffold	 Jr.	null	S-6	0	134	126	293	152		
4766	Thomas G. Schoales	broker	  Cantor Fitzgerald	S-21	0	434	95	586	121		
4767	Gerard Patrick Schrang	null	S-14	0	479	157	660	183			
4768	Gregory Sikorsky	null	S-12	0	366	33	499	59			
4769	Stephen Gerard Siller	null	S-5	0	570	157	732	183			
4770	Stanley S. Smagala	 Jr.	null	S-15	0	31	126	198	152		
4771	Kevin Joseph Smith	null	S-9	0	69	126	209	152			
4772	Leon Smith	 Jr.	null	S-11	0	261	33	372	59		
4773	Robert W. Spear	 Jr.	null	S-19	0	304	157	451	183		
4774	Joseph Patrick Spor	 Jr.	battalion commander	  New York Fire Department	S-15	0	559	157	731	183	
4775	Lawrence T. Stack	null	S-18	1	397	126	535	152			
4776	Timothy M. Stackpole	null	S-20	0	124	157	288	183			
4777	Gregory Stajk	null	S-17	1	616	64	727	90			
4778	Jeffrey Stark	null	S-13	0	183	64	283	90			
4779	Benjamin Suarez	null	S-11	0	403	157	527	183			
4780	Daniel Thomas Suhr	battalion commander	  New York Fire Department	S-14	0	295	33	448	59		
4781	Christopher P. Sullivan	trader	  Cantor Fitzgerald	S-22	4	333	33	510	59		
4782	Brian Edward Sweeney	null	S-9	0	715	64	759	90			
4783	Sean Patrick Tallon	null	S-5	1	78	126	231	152			
4784	Allan Tarasiewicz	null	S-7	0	226	95	363	121			
4785	Paul A. Tegtmeier	null	S-21	0	279	95	411	121			
4786	John Patrick Tierney	null	S-13	0	582	64	736	90			
4787	John James Tipping II	null	S-10	1	433	95	586	121			
4788	Hector Luis Tirado	 Jr.	null	S-15	0	214	33	384	59		
4789	R. Bruce Van Hine	null	S-13	0	328	33	462	59			
4790	Peter Vega	null	S-11	0	518	33	603	59			
4791	Lawrence G. Veling	financial consultant	  Credit Suisse First Boston	S-7	0	279	126	425	152		
4792	John T. Vigiano II	null	S-23	1	240	126	373	152			
4793	Sergio Gabriel Villanueva	null	S-23	0	26	126	218	152			
4794	Lawrence Virgilio	null	S-20	0	622	157	758	183			
4795	Robert Francis Wallace	null	S-12	0	105	33	284	59			
4796	Jeffrey P. Walz	null	S-14	0	21	64	134	90			
4797	Michael Warchola	null	S-6	0	602	64	747	90			
4798	Patrick J. Waters	null	S-8	1	108	126	238	152			
4799	Kenneth Thomas Watson	null	S-21	2	347	33	535	59			
4800	Michael T. Weinberg	firefighter	  New York Fire Department	S-17	0	697	126	759	152		
4801	David M. Weiss	null	S-8	1	453	64	567	90			
4802	Timothy Matthew Welty	null	S-7	2	626	95	759	121			
4803	Eugene Michael Whelan	null	S-12	0	566	64	746	90			
4804	Edward James White III	null	S-13	0	315	64	485	90			
4805	Mark P. Whitford	null	S-15	0	589	33	725	59			
4806	Glenn E. Wilkinson	null	S-14	0	108	157	253	183			
4807	John P. Williamson	police officer	 40th precinct	  New York Police Department	S-8	0	105	64	250	90	
4808	David Terence Wooley	null	S-9	0	450	95	620	121			
4809	Raymond R. York	null	S-20	0	394	157	524	183			
4810	Dennis Michael Mulligan	firefighter	  New York Fire Department	S-17	0	309	33	496	59		
4811	Abdu Ali Malahi	null	S-45	0	615	33	740	59			
4812	Joseph John Keller	broker	  Cantor Fitzgerald	S-46	0	29	33	170	59		
4813	Maria Ramirez	null	S-45	0	305	33	414	59			
4814	John G. Coughlin	police officer	 emergency services unit	  New York Police Department	S-23	0	600	64	736	90	
4815	Michael Sean Curtin	police officer	 emergency services unit	  New York Police Department	S-24	0	46	126	201	152	
4816	John D'Allara	police officer	 emergency services unit	  New York Police Department	S-24	0	236	126	348	152	
4817	Vincent G. Danz	police officer	 emergency services unit	  New York Police Department	S-24	0	624	64	749	90	
4818	Jerome Mark Patrick Dominguez	police officer	 emergency services unit	  New York Police Department	S-25	0	9	64	243	90	
4819	Stephen Patrick Driscoll	police officer	  New York Police Department	S-24	0	1	64	186	90		
4820	Mark Joseph Ellis	police officer	 transit district 4	  New York Police Department	S-25	0	355	126	486	152	
4821	Robert Fazio	 Jr.	New York Police Department	S-24	1	98	33	223	59		
4822	Rodney C. Gillis	police officer	 emergency services unit	  New York Police Department	S-24	0	576	33	698	59	
4823	Ronald Philip Kloepfer	null	S-25	0	225	95	396	121			
4824	Thomas Michael Langone	Euro Brokers Inc.	S-23	1	638	95	759	121			
4825	James Patrick Leahy	bond broker	  Cantor Fitzgerald	S-25	0	67	33	214	59		
4826	Brian Grady McDonnell	null	S-24	0	568	126	750	152			
4827	John William Perry	police officer	 40th precinct	  New York Police Department	S-24	0	289	64	433	90	
4828	Glen Kerrin Pettit	police academy video unit	  New York Police Department	S-25	0	590	95	726	121		
4829	Claude Daniel Richards	null	S-25	0	310	33	487	59			
4830	Timothy Alan Roy	 Sr.	null	S-24	0	435	95	599	121		
4831	Moira Ann Smith	null	S-24	1	242	33	371	59			
4832	Ramon Suarez	null	S-25	0	211	126	321	152			
4833	Paul Talty	null	S-24	0	97	95	183	121			
4834	Santos Valentin	 Jr.	null	S-25	0	62	95	212	121		
4835	Joseph Vincent Vigiano	null	S-23	1	581	126	755	152			
4836	Walter Edward Weaver	null	S-25	0	251	64	429	90			
4837	Francisco Eligio Bourdier	security guard	  Deutsche Bank	S-38	0	168	95	362	121		
4838	Michael A. Diaz-Piedra III	null	N-72	0	12	64	196	90			
4839	William G. Biggart	photographer	S-66	0	327	157	469	183			
4840	Joni Cesta	World Trade Center	S-38	0	509	126	591	152			
4841	Michael Ernest Beekman	head trade clerk	  LaBranche	S-48	0	547	157	725	183		
4842	Wai Ching Chung	null	S-53	1	229	33	364	59			
4843	Chantal Vincelli	null	N-21	3	623	95	752	121			
4844	James William Barbella	property manager	  Port Authority of New York and New Jersey	S-26	1	205	157	375	183		
4845	Maurice Vincent Barry	police officer	  Port Authority of New York and New Jersey	S-28	0	90	126	261	152		
4846	Liam Callahan	null	S-29	1	288	126	401	152			
4847	Joshua Iosua Poptean	construction foreman	  Bronx Builders	N-71	4	295	157	460	183		
4848	Michael Richards	Aon Corp.	N-63	0	409	64	542	90			
4849	Robert John Fangman	flight attendant	  United Airlines	S-2	0	7	126	173	152		
4850	Michael Robert Horrocks	null	S-2	0	165	64	358	90			
4851	Amy Nicole Jarret	null	S-2	0	305	95	440	121			
4852	Amy R. King	flight attendant	  United Airlines	S-2	1	9	157	99	183		
4853	Kathryn L. LaBorie	flight attendant	  United Airlines	S-2	1	183	33	326	59		
4854	Marianne MacFarlane	customer service representative	  United Airlines	S-2	1	128	95	294	121		
4855	Alfred Gilles Padre Joseph Marchand	flight attendant	  United Airlines	S-2	1	358	33	631	59		
4856	Jesus Sanchez	null	S-2	1	9	95	116	121			
4857	Victor J. Saracini	null	S-2	0	8	64	140	90			
4858	Michael C. Tarrou	sales tax auditor	  New York State Department of Taxation and Finance	S-2	1	127	157	268	183		
4859	Alicia Nicole Titus	null	S-2	0	194	126	336	152			
4860	Alona Abraham	null	S-4	0	217	33	338	59			
4861	Garnet Ace Bailey	pro hockey scouting director	  Los Angeles Kings	S-3	1	616	95	751	121		
4862	Mark Lawrence Bavis	pro hockey scout	  Los Angeles Kings	S-3	1	432	95	591	121		
4863	Graham Andrew Berkeley	null	S-3	0	341	126	528	152			
4864	Touri Hamzavi Bolourchi	retired nurse	S-4	0	203	126	395	152			
4865	Klaus Bothe	director of development	  BCT Technology AG (Germany)	S-3	2	181	33	279	59		
4866	Daniel Raymond Brandhorst	lawyer	  PricewaterhouseCoopers	S-4	2	363	33	577	59		
4867	David Reed Gamboa Brandhorst	UA Flight 175	S-4	2	483	64	720	90			
4868	John Brett Cahill	senior executive	  Xerox Corp.	S-3	0	81	157	216	183		
4869	Christoffer Mikael Carstanjen	computer research specialist	  University of Massachusetts	S-3	0	0	64	225	90		
4870	John J. Corcoran III	merchant marine	  Marine Engineers Beneficial Association District 1	S-4	0	398	95	549	121		
4871	Dorothy Alma de Araujo	artist	S-4	0	28	95	216	121			
4872	Lisa Anne Frost	sales and marketing associate	S-3	0	485	33	605	59			
4873	Ronald L. Gamboa	store manager	  The Gap	S-4	2	601	33	741	59		
4874	Lynn Catherine Goodchild	eSpeed/banker	  Cantor Fitzgerald	S-3	1	207	95	408	121		
4875	Peter Morgan Goodrich	null	S-3	0	552	126	736	152			
4876	Douglas Alan Gowell	director of new market development	  Avid Technologies	S-4	0	293	64	462	90		
4877	Francis Edward Grogan	priest	  Holy Cross Church	S-4	0	571	95	754	121		
4878	Carl Max Hammond	 Jr.	null	S-3	0	720	64	759	90		
4879	Christine Lee Hanson	UA Flight 175	S-4	2	527	157	686	183			
4880	Peter Burton Hanson	vice president for sales	  TimeTrade	S-4	2	419	126	583	152		
4881	Sue Kim Hanson	post doctoral candidate	  Boston University	S-4	2	606	126	727	152		
4882	Gerald Francis Hardacre	retired environmental engineer	S-4	0	311	157	499	183			
4883	Eric Hartono	student	S-4	0	162	64	269	90			
4884	James Edward Hayden	null	S-4	0	16	126	179	152			
4885	Herbert Wilson Homer	defense corporate executive	  Defense Contract Management Agency	S-2	0	643	157	759	183		
4886	Robert Adrien Jalbert	salesman	  Rogers Foam	S-2	0	560	64	722	90		
4887	Ralph Francis Kershaw	marine surveyor	S-3	0	521	64	692	90			
4888	Heinrich Kimmig	chairman	  BCT Technology AG (Germany)	S-3	2	240	64	361	90		
4889	Brian K. Kinney	auditor	  PricewaterhouseCoopers	S-3	0	385	64	500	90		
4890	Robert G. LeBlanc	broker	  Cantor Fitzgerald	S-3	0	618	33	757	59		
4891	Maclovio Lopez	 Jr.	null	S-3	0	683	157	759	183		
4892	Louis Neil Mariani	retiree	S-4	0	236	95	374	121			
4893	Juliana Valentine McCourt	UA Flight 175	S-3	1	450	157	655	183			
4894	Ruth Magdaline McCourt	null	S-3	1	236	157	432	183			
4895	Deborah Tavolarella	null	S-2	0	451	157	613	183			
4896	Wolfgang Peter Menzel	director of human resources	  BCT Technology AG (Germany)	S-3	2	293	33	472	59		
4897	Shawn M. Nassaney	sales manager	  American Power Conversion	S-3	1	36	95	184	121		
4898	Marie Pappalardo	comptroller	  ALA Foods	S-2	0	291	157	427	183		
4899	Ana Gloria Pocasangre Debarrera	exporter	S-2	0	673	33	759	59			
4900	Patrick J. Quigley IV	null	S-4	0	36	33	187	59			
4901	Frederick Charles Rimmele III	null	S-2	0	530	126	739	152			
4902	James Michael Roux	Cantor Fitzgerald	S-2	0	605	95	753	121			
4903	Kathleen Shearer	null	S-3	1	184	126	316	152			
4904	Robert M. Shearer	null	S-3	1	21	126	159	152			
4905	Jane Louise Simpkin	null	S-2	0	362	126	504	152			
4906	Brian David Sweeney	null	S-2	0	381	64	536	90			
4907	Timothy Ray Ward	null	S-2	0	454	95	596	121			
4908	William Michael Weems	physicist	  U.S. Navy	S-4	0	105	157	279	183		
4909	Richard Allen Pearlman	volunteer medic	  Forest Hills Ambulance Corps	S-27	0	152	64	331	90		
4910	Leonard W. Hatton	 Jr.	null	S-26	0	436	33	611	59		
4911	George J. Ferguson III	Westfalia Investments	 Inc.	S-37	0	242	33	405	59		
4912	Joseph Lostrangio	software analyst	  Marsh & McLennan Cos. Inc.	N-17	1	599	33	740	59		
4913	William H. Thompson	vice president	  Euro Brokers Inc.	S-26	0	134	126	295	152		
4914	George Gerard Howard	null	S-28	0	30	64	210	90			
4915	Dominick A. Pezzulo	police officer	  Port Authority of New York and New Jersey	S-29	0	287	33	440	59		
4916	James Wendell Parham	police officer	  Port Authority of New York and New Jersey	S-29	0	356	64	524	90		
4917	Kenneth Tietjen	null	S-29	0	637	95	756	121			
4918	John Roger Fisher	security consultant	  NanoTek	N-66	0	126	33	264	59		
4919	Jerrold Hughes Paskins	insurance executive	  Devonshire Group	N-17	1	406	33	580	59		
4920	Martin Paul Michelstein	World Trade Center	S-63	0	667	64	759	90			
4921	Janet Ruth Gustafson	null	S-61	0	716	126	759	152			
4922	Neal O. Hinds	personal banker	  Bank of New York	S-37	0	414	157	521	183		
